code_passage,mnemo_passage,val_prof_passage,code_unite_prof_passage,libelle_unite_prof_passage,uri_unite_prof_passage,code_lieusurv,libelle_lieusurv,mnemo_lieusurv,code_prel,mnemo_prel,date_prel,ecartu_prel,code_niveau_prel,libelle_niveau_prel,code_engin_prel,libelle_engin_prel,coordonnee_x_prel,coordonnee_y_prel,code_projection,type_acquisition_coord,code_producteur,nom_producteur,uri_producteur,commentaire_prel,code_echantillon,mnemo_echantillon,code_taxon_echantillon,nomlatin_taxon_echantillon,uri_taxon_echantillon,code_analyse,code_support,libelle_support,uri_support,code_fraction,libelle_fraction,uri_fraction,code_organisme_analyste,nom_organisme_analyste,uri_organisme_analyste,codes_reseaux,noms_reseaux,uri_reseaux,date_controle_analyse,date_qualification_resultat,code_qualification_analyse,libelle_qualification_analyse,commentaire_qualification_resultat,date_validation_analyse,commentaire_analyse,code_parametre,libelle_parametre,uri_parametre,resultat_analyse,code_unite_resultat,libelle_unite_resultat,uri_unite_resultat,code_methode,libelle_methode,uri_methode,longitude,latitude,result_ug_per_kg_dw
60754418,19-38,12.8,,,,5011510,Seine - Estuaire 4,010-P-071,61868389,DCE AESN,7/28/19 12:15,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-0.00200511,49.47574531,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944239.0,DCE AESN,,,,71477893,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.79,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-0.00200511,49.47574531,0.79
60754417,19-36,2.9,,,,5011512,Seine - Estuaire 6,010-P-073,61868388,DCE AESN,7/28/19 11:42,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,0.019663446,49.42241079,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944238.0,DCE AESN,,,,71477845,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,77.4,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,0.019663446,49.42241079,77.4
60754414,19-43,7.2,,,,5011513,Seine - Estuaire 7,011-P-021,61868385,DCE AESN,7/27/19 18:12,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,0.067332062,49.38607702,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944235.0,DCE AESN,,,,71478857,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,6.66,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,0.067332062,49.38607702,6.66
60754413,19-44,9.9,,,,5011519,Seine - Estuaire 8,010-P-078,61868384,OSPAR,7/27/19 17:45,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-0.002669362,49.38640956,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944234.0,OSPAR,,,,71479289,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,9.59,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-0.002669362,49.38640956,9.59
60754409,19-57,15.5,,,,5011521,Seine - Nord des Vaches Noires,010-P-080,61868380,OSPAR,7/27/19 15:25,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-0.071171994,49.43241001,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944230.0,DCE AESN,,,,71479385,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,9.07,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-0.071171994,49.43241001,9.07
60754410,19-58,14.5,,,,5011528,Seine - Estuaire 11,010-P-083,61868381,OSPAR,7/27/19 15:50,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-0.067171265,49.40857608,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944231.0,OSPAR,,,,71479409,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,7.46,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-0.067171265,49.40857608,7.46
60754422,19-56,14.0,,,,5011542,Grande Rade Sud LH4,010-P-087,61868393,OSPAR DCSMM,7/28/19 16:00,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-0.075673443,49.48224463,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944243.0,OSPAR DCSMM,,,,71479361,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,3.77,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-0.075673443,49.48224463,3.77
60754420,19-41,19.5,,,,5011544,Banc du dépôt des dragages,010-P-089,61868391,DCE AESN,7/28/19 13:32,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,0.02732779,49.51341334,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944241.0,DCE AESN,,,,71479241,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,25.0,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,0.02732779,49.51341334,25.0
60633450,,,,,,5011613,14220aV1s - Port-Deauville / bassin,010-P-099,60886715,,9/29/16 13:00,2.0,60000020.0,Couche sup. (5-10 cm),20.0,Ben.Eckaman,0.06988267,49.365437,31.0,2.0,1421,Cellule de QualitÃ© des Eaux Littorales du Calvados,https://id.eaufrance.fr/int/1421,Issu de la reprise QUADRILABO du 26/01/2018,60727491.0,16E079611-1,,,,67855666,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1421.0,Cellule de QualitÃ© des Eaux Littorales du Calvados,https://id.eaufrance.fr/int/1421,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,1/26/18 1:00,1/1/00 1:00,0,Non qualifiÃ©,,1/26/18 1:00,Issu de la reprise QUADRILABO du 26/01/2018,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.089,160,milligramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/160,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,0.06988267,49.365437,89.0
60742841,,,,,,5011613,14220aV1s - Port-Deauville / bassin,010-P-099,61892330,,8/20/19 2:00,,60000020.0,Couche sup. (5-10 cm),20.0,Ben.Eckaman,0.069882672,49.36543483,31.0,2.0,1421,Cellule de QualitÃ© des Eaux Littorales du Calvados,https://id.eaufrance.fr/int/1421,Issu de la reprise QUADRILABO du 25/01/2021,60956839.0,LSE1908-53202-2,,,,71837569,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1421.0,Cellule de QualitÃ© des Eaux Littorales du Calvados,https://id.eaufrance.fr/int/1421,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,1/25/21 1:00,1/1/00 1:00,0,Non qualifiÃ©,,1/25/21 1:00,Issu de la reprise QUADRILABO du 25/01/2021,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,62.0,132,microgramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/132,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,0.069882672,49.36543483,62.0
60742841,,,,,,5011613,14220aV1s - Port-Deauville / bassin,010-P-099,61847618,,8/20/19 13:30,2.0,60000020.0,Couche sup. (5-10 cm),20.0,Ben.Eckaman,0.069882672,49.36543483,31.0,2.0,1421,Cellule de QualitÃ© des Eaux Littorales du Calvados,https://id.eaufrance.fr/int/1421,Issu de la reprise QUADRILABO du 11/02/2020,60927984.0,LSE1908-53202-2,,,,71304443,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1421.0,Cellule de QualitÃ© des Eaux Littorales du Calvados,https://id.eaufrance.fr/int/1421,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,2/11/20 1:00,1/1/00 1:00,0,Non qualifiÃ©,,2/11/20 1:00,Issu de la reprise QUADRILABO du 11/02/2020,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,62.0,132,microgramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/132,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,0.069882672,49.36543483,62.0
60850057,23-28,4.1,,,,60000808,Marseillan est,104-P-428,62050923,,4/24/23 13:50,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.571633,43.379067,31.0,60000880.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,Benne Ekman actionnÃ©e par plongeurs,61056628.0,,,,,73566966,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,4/2/24 2:00,1/1/00 1:00,0,Non qualifiÃ©,,4/2/24 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,77.9,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.571633,43.379067,77.9
60802002,21-503,0.0,,,,60000815,Aber Wrach - Paluden,037-P-046,61959442,CMR,6/25/21 14:00,2.0,27.0,Horizon 2,210.0,Spatule sur estran,-4.516972,48.586473,31.0,2.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,61000539.0,RNO historique,,,,72564492,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,7/22/22 2:00,1/1/00 1:00,0,Non qualifiÃ©,,7/22/22 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,88.4,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-4.516972,48.586473,88.4
60655426,17-36,0.6,,,,60001720,Etang de Canet - centre,096-P-019,61615116,,5/19/17 14:00,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.022833,42.672,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60739699.0,RNO historique,,,,69450851,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,6/5/18 2:00,1/1/00 1:00,0,Non qualifiÃ©,,6/5/18 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,21.1,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.022833,42.672,21.1
60849824,23-23,0.6,,,,60001720,Etang de Canet - centre,096-P-019,62050521,,4/21/23 13:30,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.022833,42.672,31.0,3.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,61056383.0,,,,,73565967,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,4/2/24 2:00,1/1/00 1:00,0,Non qualifiÃ©,,4/2/24 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,24.9,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.022833,42.672,24.9
60655427,17-37,1.5,,,,60001722,Etang de La Palme Nord,098-P-016,61615117,,5/19/17 17:00,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.00578,42.96327,31.0,60000440.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60739700.0,DCE AERMC,,,,69446208,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,6/5/18 2:00,1/1/00 1:00,0,Non qualifiÃ©,,6/5/18 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,4.8,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.00578,42.96327,4.8
60849825,23-24,1.0,,,,60001722,Etang de La Palme Nord,098-P-016,62050522,,4/21/23 17:40,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.005,42.963667,31.0,3.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,61056384.0,,,,,73566066,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,4/2/24 2:00,1/1/00 1:00,0,Non qualifiÃ©,,4/2/24 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,5.44,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.005,42.963667,5.44
60655376,17-10,2.4,,,,60001724,Thau - Marseillan 2,104-P-432,61615060,,5/12/17 11:30,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.537833,43.345167,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60739647.0,DCE AERMC,,,,69445107,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,6/4/18 2:00,1/1/00 1:00,0,Non qualifiÃ©,,6/4/18 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,219.9,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.537833,43.345167,219.9
60850053,23-25,2.8,,,,60001724,Thau - Marseillan 2,104-P-432,62050918,,4/24/23 12:05,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.53783,43.34517,31.0,60000880.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,61056620.0,,,,,73567041,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,4/2/24 2:00,1/1/00 1:00,0,Non qualifiÃ©,,4/2/24 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,77.4,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.53783,43.34517,77.4
60655377,17-11,2.0,,,,60001725,Thau - Face La Fadèze 2,104-P-433,61615061,,5/12/17 12:50,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.589,43.368833,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60739648.0,RNO historique,,,,69448077,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,6/5/18 2:00,1/1/00 1:00,0,Non qualifiÃ©,,6/5/18 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.4,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.589,43.368833,0.4
60850054,23-26,3.0,,,,60001725,Thau - Face La Fadèze 2,104-P-433,62050919,,4/24/23 12:40,2.0,27.0,Horizon 2,,,3.589,43.368833,31.0,3.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,61056622.0,,,,,73567016,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,4/2/24 2:00,1/1/00 1:00,0,Non qualifiÃ©,,4/2/24 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,1.79,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.589,43.368833,1.79
60655378,17-12,1.6,,,,60001727,Thau - crique de l'Angle 2,104-P-435,61615062,,5/12/17 14:00,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.671333,43.452833,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60739649.0,DCE AERMC,,,,69445210,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,6/4/18 2:00,1/1/00 1:00,0,Non qualifiÃ©,,6/4/18 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,416.3,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.671333,43.452833,416.3
60850130,23-31,1.3,,,,60001727,Thau - crique de l'Angle 2,104-P-435,62051032,,4/24/23 16:25,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.67148,43.4528,31.0,60000880.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,61056714.0,,,,,73566891,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,4/2/24 2:00,1/1/00 1:00,0,Non qualifiÃ©,,4/2/24 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,269.0,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.67148,43.4528,269.0
60655425,17-35,0.7,,,,60001730,Etang de Pérols Est 2,105-P-149,61615115,,5/18/17 17:10,2.0,27.0,Horizon 2,20.0,Ben.Eckaman,3.958,43.544333,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60739698.0,RNO historique,,,,69450814,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,6/5/18 2:00,1/1/00 1:00,0,Non qualifiÃ©,,6/5/18 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,242.7,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,3.958,43.544333,242.7
